,names,prices,images,retailer
0,Apple - Pre-Owned iPhone XR with 128GB Memory Cell Phone (Unlocked) - Black,$359.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6398/6398614_sd.jpg;maxHeight=200;maxWidth=300,BestBuy
